duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,label
0.4692680899768591,tcp,pop3,RSTO,95,365,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,5,0.05088136208347783,0.05226513295770903,0.0020450379047471426,0.0031381064067868172,0.9514584792488404,0.0044886023570502665,0.00031135277086494526,13,8,0.9472764773828866,0.33480003394824687,0.5401900038740897,0.07294001337947047,0.008792832133115821,0.008741897691727887,0.011696221782819602,0.12497263795605135,0
3.010121430917521,tcp,ssh,SF,937,907,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10,10,0.0007446636826599283,0.08963940713614267,0.05765327821086914,0.020058759775864396,0.7469334863927164,0.3298307246186854,0.04927406505865138,15,15,0.3072315133093531,0.1402491117393041,0.6113106295994702,0.13210862546148233,0.0003855052752420567,0.1623815433593465,0.0817629613632231,0.018970463571253197,0
1.3167456935454493,udp,ftp,REJ,30,910,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,14,7,0.04328698088861865,0.025200556451517375,0.03162295906820437,0.055400098836480526,0.9423226905426645,0.06957033567927515,0.23762828629334584,19,14,0.7852915913318171,0.17169089512001398,0.566994765600531,0.3497218695353783,0.03897279152957111,0.15788356659024308,0.05191010757427447,0.06337232497158239,0
0.9129425537759532,tcp,dns,REJ,533,997,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,15,7,0.10515921692989826,0.0469126741255072,0.056041571572685654,0.011900044026131486,0.7940548210382647,0.018111645370756276,0.09416518017740658,14,16,0.9995428570553198,0.06275021517551167,0.6403217146913907,0.19616865349039214,0.09430310941427446,0.11511681442532351,0.008553589217685795,0.07451506952960447,0
0.16962487046234628,udp,https,REJ,16,979,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,13,6,0.025349031801274353,0.03367364477422435,0.01050497212208406,0.06806855630917204,0.9703523330550368,0.12101248404007109,0.0029819624962201035,9,12,0.5544199960050649,0.48865674434708123,0.6705423658550022,0.3621292631696441,0.2615396889342507,0.12416612096015157,0.13949137619122443,0.006796805707480321,0
0.16959629191460518,tcp,smtp,REJ,211,853,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,5,0.1431184591293549,0.0029389152275127103,0.023130940865947962,0.0078000885713665315,0.9592184334615388,0.05394997513723473,0.022225747788688927,14,12,0.9763146774701662,0.4559350456127765,0.6127489627309015,0.2461676720194017,0.035982417835225135,0.16743728891312132,0.07644893923075953,0.05996915440764691,0
0.059838768608680676,udp,smtp,SF,659,257,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,6,0.04298670109080848,0.03855684379987457,0.04352236939139604,0.06145502351815508,0.9851156210344563,0.016952933446298384,0.01610339162839247,19,14,0.9938750930175013,0.12606903407273135,0.47124576282279296,0.11036531238764596,0.11381840552235527,0.0044746036962316285,0.08621650393952272,0.036539380331065456,1
2.0112308644799395,udp,smtp,S0,234,387,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,15,12,0.040455095131689656,0.24106134024435,0.013779168332204795,0.015509764197600697,0.621302000501743,0.12127408844256789,0.04753237888505257,20,15,0.7913504283203371,0.05664091179911414,0.6487941918392081,0.0033974089282934453,0.18938478305090448,0.16053341287395526,0.05826773025201856,0.04914683658641712,0
0.9190821536272645,tcp,pop3,SH,391,44,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,14,9,0.1589525715080081,0.40192622309933,0.005439370795429248,0.06961928045353007,0.7833659700177292,0.4341203871223116,0.1295137439842288,16,15,0.9547060506530265,0.0521154023089386,0.6054788119418194,0.07544344346400174,0.1020924627831812,0.15765695233106536,0.10794012499841676,0.08553247004176529,0
1.2312500617045903,tcp,https,SH,353,268,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,15,9,0.0029084147231171454,0.015548781935154831,0.002326432411290965,0.09125455388190801,0.9255153159766821,0.054999192685289015,0.028760021136126353,16,14,0.6166472883991525,0.4081897503260313,0.7909575631642501,0.07864218085790205,0.0163564245859729,0.02829974843376185,0.006725616152386787,0.04082839899287907,0
0.020799307999138622,tcp,http,SH,304,310,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,13,0.036423102693833274,0.036236797479744495,0.007503618889494781,0.1864235251985085,0.9971517117591885,0.1501761551627835,0.3485531357405457,15,9,0.5675559306805682,0.09297840344803687,0.9957113394833317,0.16922385116217895,0.00212196867859157,0.05755516879195603,0.04781683409329413,0.002848575127048202,1
3.503557475158312,udp,https,S0,598,671,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,13,7,0.010394898802358627,0.00905255867875429,0.047698403817535116,0.0046316273396667966,0.9005477987216595,0.15063627684519734,0.17377369972749715,11,9,0.8778043816899186,0.24646125012864778,0.2779489017079892,0.02493526255561686,0.07929869727540376,0.14451337071556034,0.11282603587403035,0.0006063807305612603,0
